Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Year,Month,Month_Name,Quarter,Day_of_Week,Week_of_Year,Shipping_Days,Discount,Discounted_Sales,Profit_Margin,Profit,Profitability,Is_Profitable
462,CA-2016-109638,2016-12-15,2016-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115.0,West,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,2016,12,December,4,Thursday,50,7,0.11465191405285663,45.42898098611982,0.2658207104452891,12.075964000535901,0.23534385719784653,True
463,CA-2017-109869,2017-04-22,2017-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.0,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,2017,4,April,2,Saturday,16,7,0.23381600337245664,18.05129496054492,0.2990984504073868,5.399114350545656,0.22916444611823666,True
464,CA-2017-109869,2017-04-22,2017-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.0,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,2017,4,April,2,Saturday,16,7,0.2884668989870074,905.5183703421649,0.3375443526094234,-15.397081386796415,-0.01209863148503211,False
465,CA-2017-109869,2017-04-22,2017-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.485,2017,4,April,2,Saturday,16,7,0.18397883616379293,23.244362851874357,0.2756361022788892,6.406985576446853,0.22492489297689494,True
466,CA-2017-109869,2017-04-22,2017-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.0,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2017,4,April,2,Saturday,16,7,0.08536855777912454,169.55071823313702,0.29625504325750485,50.23025536449902,0.2709641774798195,True
467,CA-2017-109869,2017-04-22,2017-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.0,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2017,4,April,2,Saturday,16,7,0.05868218200387901,73.6788282501924,0.32685627902343073,24.082387644664315,0.30767563936866715,True
468,US-2016-101399,2016-01-17,2016-01-24,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068.0,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,2016,1,January,1,Sunday,2,7,0.1795906112402667,208.99436933020948,0.3440796225878885,71.91070372213225,0.2822861528520093,True
469,CA-2018-154907,2018-03-31,2018-04-04,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109.0,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2018,3,March,1,Saturday,13,4,0.1620294442181604,172.06284053624128,0.3457045787201788,59.48291180097859,0.2896902579664749,True
470,US-2017-100419,2017-12-16,2017-12-20,Second Class,CC-12670,Craig Carreira,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.788,2017,12,December,4,Saturday,50,4,0.11891969078979558,4.218612520498459,0.3038237321436149,1.281714600445624,0.26769310786249456,True
471,CA-2016-154144,2016-12-20,2016-12-24,Standard Class,MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757.0,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,2016,12,December,4,Tuesday,51,4,0.08399715969119004,50.81983758033277,0.2530619639837739,12.860567907415412,0.23180547778326266,True
472,CA-2015-144666,2015-11-09,2015-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.0,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,2015,11,November,4,Monday,46,2,0.030599157335634897,330.4881352811354,0.3425019284493705,113.19282366342532,0.3320216580529899,True
473,CA-2015-144666,2015-11-09,2015-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.0,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2015,11,November,4,Monday,46,2,0.2958523731217285,156.78973548647718,0.23396609304966223,-6.576647105868738,-0.029535928726742017,False
474,CA-2015-144666,2015-11-09,2015-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.0,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.968,2015,11,November,4,Monday,46,2,0.22822862273961425,543.3023529072392,0.21321651648399242,115.84103508443823,0.16455440458151258,True
475,CA-2015-144666,2015-11-09,2015-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.0,West,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,2015,11,November,4,Monday,46,2,0.15985676153352998,77.7300524229178,0.2775214073464635,21.571753541522533,0.23315773391183023,True
476,CA-2015-144666,2015-11-09,2015-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.0,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,2015,11,November,4,Monday,46,2,0.09866525535930937,56.46862175173926,0.2959023392107056,16.70919726834418,0.2667070593510643,True
477,CA-2015-144666,2015-11-09,2015-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.0,West,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,94.85,2015,11,November,4,Monday,46,2,0.03304757804208019,91.71543722270869,0.34836995639798696,31.950902866297334,0.3368571730764084,True
478,CA-2017-103891,2017-07-12,2017-07-19,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90008.0,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,2017,7,July,3,Wednesday,28,7,0.16077085688026416,80.36458274514591,0.22741933761274896,18.27646017542604,0.19085693583360525,True
479,CA-2017-152632,2017-10-27,2017-11-02,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Troy,New York,12180.0,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,2017,10,October,4,Friday,43,6,0.17209260582985111,33.28187724563999,0.24979952222399332,8.313797034678464,0.20681087150941452,True
480,CA-2017-100790,2017-06-26,2017-07-02,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024.0,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,2017,6,June,2,Monday,26,6,0.08257185412341457,13.486193744385805,0.28272553667849715,3.8128913641316675,0.2593803649069162,True
481,CA-2017-100790,2017-06-26,2017-07-02,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024.0,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,2017,6,June,2,Monday,26,6,0.13930615872084448,606.1436377208453,0.37629784274555744,228.09054326829877,0.3238772357377334,True
482,CA-2015-134677,2015-10-06,2015-10-10,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024.0,West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,2015,10,October,4,Tuesday,41,4,0.18914973779692346,7.370628883425965,0.24997320842956725,1.8424597501336273,0.2026908415988589,True
483,CA-2015-127691,2015-07-22,2015-07-27,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,10024.0,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2015,7,July,3,Wednesday,30,5,0.048244625021879345,5.672462034869599,0.2994873143368666,1.6988304205009335,0.28503866115787474,True
484,CA-2015-127691,2015-07-22,2015-07-27,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,10024.0,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2015,7,July,3,Wednesday,30,5,0.1755116160168127,131.9016516696303,0.24855184989571175,32.78439952678641,0.20492811305654712,True
485,CA-2018-140963,2018-06-10,2018-06-13,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045.0,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2018,6,June,2,Sunday,23,3,0.016842690814137407,29.101456351901536,0.36052947874787045,10.491932889354965,0.354457192207938,True
486,CA-2018-140963,2018-06-10,2018-06-13,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045.0,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,2018,6,June,2,Sunday,23,3,0.12162467049541921,451.62985129472276,0.27347256318003704,123.5083730421868,0.24021155279372733,True
487,CA-2018-140963,2018-06-10,2018-06-13,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,2018,6,June,2,Sunday,23,3,0.05908927606829158,263.4173662719211,0.16707269317424706,44.009848811916925,0.157200488683801,True
488,CA-2015-154627,2015-10-29,2015-10-31,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,2735.952,2015,10,October,4,Thursday,44,2,0.10619263791844608,2445.4140399017515,0.1975175972926816,483.01230554718376,0.1765426826008584,True
489,CA-2015-133753,2015-06-09,2015-06-13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340.0,Central,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.992,2015,6,June,2,Tuesday,24,4,0.24008229681531174,6.073262283852028,0.22969814015072204,1.3950170512483373,0.1745516830891313,True
490,CA-2015-133753,2015-06-09,2015-06-13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340.0,Central,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,63.984,2015,6,June,2,Tuesday,24,4,0.22805275677818326,49.39227241030472,0.1840661691537954,9.09144636836549,0.14208937184867296,True
491,CA-2015-133753,2015-06-09,2015-06-13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340.0,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,2015,6,June,2,Tuesday,24,4,0.14138018033514418,60.419359470176566,0.3544500542076837,21.415645239397612,0.30433784162399974,True
492,CA-2015-113362,2015-09-14,2015-09-19,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609.0,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,2015,9,September,3,Monday,38,5,0.14895013861038098,382.24904524314735,0.36290261077173386,138.7191764837408,0.30884821659521494,True
493,CA-2015-113362,2015-09-14,2015-09-19,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609.0,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11.07,2015,9,September,3,Monday,38,5,0.14555829773857937,9.458669644033925,0.3873821087089654,3.664119392287341,0.33099542839090706,True
494,CA-2017-169166,2017-05-09,2017-05-14,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,98115.0,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2017,5,May,2,Tuesday,19,5,0.08762423194475227,85.7450746818322,0.22870358421952763,19.610205908906096,0.20866360830927957,True
495,US-2017-120929,2017-03-18,2017-03-21,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,2017,3,March,1,Saturday,11,3,0.1968077880455697,152.51174359033115,0.23948792626763232,36.52472120390927,0.19235483723527913,True
496,CA-2016-134782,2016-12-27,2016-12-31,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701.0,South,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42,2016,12,December,4,Tuesday,52,4,0.11538904852879206,93.25568650409474,0.3685776216620057,34.371959138136845,0.3260478005894218,True
497,CA-2017-126158,2017-07-25,2017-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627.0,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616,2017,7,July,3,Tuesday,30,6,0.08431235122338393,109.53089379606371,0.3543792636703439,38.8154774926037,0.3245007147254857,True
498,CA-2017-126158,2017-07-25,2017-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627.0,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,2017,7,July,3,Tuesday,30,6,0.17181415580863024,211.81681151038472,0.2182402765832532,46.22695952900917,0.18074350769865957,True
499,CA-2017-126158,2017-07-25,2017-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2017,7,July,3,Tuesday,30,6,0.10909730829445492,215.2135814299251,0.31787837543886766,68.41174363732505,0.283198700313473,True
500,CA-2017-126158,2017-07-25,2017-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627.0,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,2017,7,July,3,Tuesday,30,6,0.26912526002300374,50.64961948040584,0.30406188531433037,5.817904798839072,0.083952450199698,True
501,US-2017-105578,2017-05-30,2017-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.0,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2017,5,May,2,Tuesday,22,5,0.18115441915710528,18.522287038666278,0.3269132114128667,6.05518033852131,0.2676914384845849,True
502,US-2017-105578,2017-05-30,2017-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.0,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952,2017,5,May,2,Tuesday,22,5,0.010691102796639674,14.792146630984645,0.34421550655558525,5.091686245628873,0.3405354631908021,True
503,US-2017-105578,2017-05-30,2017-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2017,5,May,2,Tuesday,22,5,0.12558998818395298,700.8990843513652,0.337192788405569,236.33811664334695,0.29484475009399946,True
504,US-2017-105578,2017-05-30,2017-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.0,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2.376,2017,5,May,2,Tuesday,22,5,0.05762904972230565,2.2390733778598015,0.36712229632221793,0.8220137601138355,0.3459653872532978,True
505,US-2017-105578,2017-05-30,2017-06-04,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.0,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792,2017,5,May,2,Tuesday,22,5,0.12527302157618114,28.68404707647387,0.30115592595806584,8.63837075754024,0.26342921314772627,True
506,CA-2018-134978,2018-11-12,2018-11-15,Second Class,EB-13705,Ed Braxton,Corporate,United States,New York City,New York,10024.0,East,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,2018,11,November,4,Monday,46,3,0.026244990355458065,15.502179753541109,0.37159515872634263,5.760534946121403,0.3618426473694349,True
507,CA-2016-145352,2016-03-16,2016-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,2016,3,March,1,Wednesday,11,6,0.17646952236795077,2.256473508711815,0.2661912143007371,0.600653423321443,0.2192165778545412,True
508,CA-2016-145352,2016-03-16,2016-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,2016,3,March,1,Wednesday,11,6,0.16571028169300828,6.957976250680311,0.35634428411868835,2.4794350659635107,0.29729437241768714,True
509,CA-2016-145352,2016-03-16,2016-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,2016,3,March,1,Wednesday,11,6,0.13041316393705557,40.64448871758202,0.321532322384661,13.0685168495013,0.279600274914448,True
510,CA-2016-145352,2016-03-16,2016-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,2016,3,March,1,Wednesday,11,6,0.09168276635843955,5772.310603930435,0.3548130344382862,2048.091041100854,0.3222827939009519,True
511,CA-2018-135307,2018-11-26,2018-11-27,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118.0,Central,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,2018,11,November,4,Monday,48,1,0.2952826444768112,89.00580200257875,0.3424618022059653,6.797384790133049,0.05381935700817933,True
512,CA-2018-135307,2018-11-26,2018-11-27,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118.0,Central,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,38.04,2018,11,November,4,Monday,48,1,0.13364860725812377,32.95600697990097,0.16809308147420896,5.5396767663370925,0.14562767524545459,True
513,CA-2017-106341,2017-10-20,2017-10-23,First Class,LF-17185,Luke Foster,Consumer,United States,Newark,Ohio,43055.0,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.152,2017,10,October,4,Friday,42,3,0.09986302961624899,6.437779612184587,0.3215487313825638,2.070059867218488,0.28943790089743954,True
514,CA-2018-163405,2018-12-21,2018-12-25,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,2018,12,December,4,Friday,51,4,0.14037467089086225,5.699315931993583,0.39468384559970326,2.249427929326884,0.339280230667705,True
515,CA-2018-163405,2018-12-21,2018-12-25,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,5.88,2018,12,December,4,Friday,51,4,0.11338599043593692,5.213290376236691,0.36322609018551827,1.893603080362243,0.3220413401976604,True
516,CA-2018-127432,2018-01-22,2018-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.0,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,2018,1,January,1,Monday,4,5,0.055273394899450407,2834.1325789713937,0.18437247238281604,522.5360306456425,0.17418157990821267,True
517,CA-2018-127432,2018-01-22,2018-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.0,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,2018,1,January,1,Monday,4,5,0.06619521388749426,48.04425624548842,0.39161712218602684,18.81495336842622,0.3656939430209178,True
518,CA-2018-127432,2018-01-22,2018-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.0,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2018,1,January,1,Monday,4,5,0.09241692092497936,10.854693625737248,0.36684194157836614,3.981956884903767,0.3329395388715524,True
519,CA-2018-127432,2018-01-22,2018-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.0,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,2018,1,January,1,Monday,4,5,0.015624286157948843,1108.4267413004263,0.30466706816172384,337.70112554405443,0.29990686270586175,True
520,CA-2016-157812,2016-03-22,2016-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,2016,3,March,1,Tuesday,12,4,0.08008337822070564,16.91910650776478,0.1775452972246474,3.003907793696564,0.16332687003569835,True
521,CA-2016-157812,2016-03-22,2016-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2016,3,March,1,Tuesday,12,4,0.1391657030724304,111.53657818431135,0.31400284060545847,35.022802381286574,0.27030441452585957,True
522,CA-2016-157812,2016-03-22,2016-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.112,2016,3,March,1,Tuesday,12,4,0.19064320610123728,11.42164307549934,0.2645035590837945,3.0210652440543524,0.2140777525548719,True
523,CA-2018-145142,2018-01-23,2018-01-25,First Class,MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,48234.0,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2018,1,January,1,Tuesday,4,2,0.2911242759562712,149.55860025874588,0.2399748345058908,6.177230409778804,0.029278748742908357,True
524,US-2017-139486,2017-05-21,2017-05-23,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.176,2017,5,May,2,Sunday,20,2,0.21842378462714174,43.12424925941283,0.23912718388380946,10.312180282506846,0.18689611937267736,True
525,US-2017-139486,2017-05-21,2017-05-23,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.0,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2017,5,May,2,Sunday,20,2,0.21766574094222757,51.837468005168006,0.22425812233716313,11.624973241551746,0.1754448119763318,True
526,CA-2016-158792,2016-12-26,2017-01-02,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-FA-10002815,Office Supplies,Fasteners,Staples,22.2,2016,12,December,4,Monday,52,7,0.0371442371001935,21.375397936375702,0.35539571813328674,7.596724899983018,0.34219481531455037,True
527,CA-2018-113558,2018-10-21,2018-10-26,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801.0,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,2018,10,October,4,Sunday,42,5,0.18281356515356328,558.9162964860901,0.3337902888859528,186.56083206715886,0.27276889616107397,True
528,CA-2018-113558,2018-10-21,2018-10-26,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801.0,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,2018,10,October,4,Sunday,42,5,0.1465460483740107,38.99943177350121,0.23206316846955538,9.050331705870942,0.19805522815718973,True
529,US-2016-138303,2016-09-03,2016-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36.336,2016,9,September,3,Saturday,35,4,0.056937137159888906,34.26713218415828,0.30898503351760565,10.588030986474369,0.29139231028386087,True
530,US-2016-138303,2016-09-03,2016-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248,2016,9,September,3,Saturday,35,4,0.13367266945708844,577.1888513195538,0.3421971587329533,197.51238497388835,0.29645475104448843,True
531,US-2016-138303,2016-09-03,2016-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,2016,9,September,3,Saturday,35,4,0.062062026308697865,49.25299887447766,0.3668963958177918,18.070747770263612,0.34412606204798163,True
532,CA-2016-102848,2016-11-07,2016-11-09,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,2016,11,November,4,Monday,45,2,0.2159923961070222,149.5259302144687,0.3300716942871681,49.35427712575454,0.2587787181509781,True
533,US-2018-129441,2018-09-07,2018-09-11,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032.0,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,2018,9,September,3,Friday,36,4,0.11780063559653593,42.292637529502066,0.3449135187560116,14.587302427773112,0.30428248702071575,True
534,CA-2017-168753,2017-05-29,2017-06-01,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,2017,5,May,2,Monday,22,3,0.1610863411205255,822.0934400189411,0.21605268899866162,177.61549832425217,0.18124955183861644,True
535,CA-2017-168753,2017-05-29,2017-06-01,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.0,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,2017,5,May,2,Monday,22,3,0.012621044971735685,22.462871226893014,0.2510405387791995,5.639091295327001,0.24787214484953848,True
536,CA-2017-126613,2017-07-10,2017-07-16,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2017,7,July,3,Monday,28,6,0.014957632900573038,16.517190411523192,0.3680882931311195,6.079784425899265,0.3625825635674657,True
537,US-2018-122637,2018-09-03,2018-09-08,Second Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616,2018,9,September,3,Monday,36,5,0.050351759757750726,40.4702094061637,0.2724499895521557,11.026108129882854,0.2587316531322239,True
